"id";"developer";"name";"platform";"publisher";"release_date";"score"
269;"Game Freak";"TEMBO THE BADASS ELEPHANT";"ps4";"Sega";"2015-07-21";"71"
270;"D3Publisher";"Onechanbara Z2: Chaos";"ps4";"Xseed Games";"2015-07-21";"57"
271;"Telltale Games";"Game of Thrones: Episode Five - A Nest of Vipers";"ps4";"Telltale Games";"2015-07-21";"77"
272;"Codemasters";"F1 2015";"ps4";"Codemasters";"2015-07-21";"65"
273;"Toxic Games";"Q.U.B.E. Director's Cut";"ps4";"Toxic Games";"2015-07-21";"76"
274;"NinjaBee";"Nutjitsu";"ps4";"NinjaBee";"2015-07-21";""
275;"Glitchy Pixel";"Poltergeist: A Pixelated Horror";"ps4";"Glitchy Pixel";"2015-07-21";""
276;"Recotechnology S.L.";"Yasai Ninja";"ps4";"Recotechnology S.L.";"2015-07-21";"23"
277;"Hamster";"Arcade Archives: MagMax";"ps4";"Hamster";"2015-07-21";""
278;"Slightly Mad Studios";"Project CARS: Audi Ruapuna Park Expansion";"ps4";"Bandai Namco Games";"2015-07-21";""
279;"RedLynx";"Trials Fusion: The Awesome MAX Edition";"ps4";"Ubisoft";"2015-07-17";""
280;"Zen Studios";"ZEN Pinball 2: Ant-Man Pinball";"ps4";"Zen Studios";"2015-07-15";"81"
281;"EA Tiburon";"Rory McIlroy PGA Tour";"ps4";"EA Sports";"2015-07-14";"61"
282;"The Astronauts";"The Vanishing of Ethan Carter";"ps4";"The Astronauts";"2015-07-14";"81"
283;"NATSUME ATARI Inc.";"Godzilla";"ps4";"Bandai Namco Games";"2015-07-14";"38"
284;"Wholesale Algorithms";"God of War III Remastered";"ps4";"SCEA";"2015-07-14";"81"
285;"Over The Moon";"The Fall";"ps4";"Over The Moon";"2015-07-14";"79"
286;"Koei Tecmo Games";"Deception IV: The Nightmare Princess";"ps4";"Koei Tecmo Games";"2015-07-14";"69"
287;"RedLynx";"Trials Fusion: Awesome Level Max";"ps4";"Ubisoft";"2015-07-14";"74"
288;"Rocksteady Studios, WB Games Montreal";"Batman: Arkham Knight - A Matter of Family";"ps4";"Warner Bros. Interactive Entertainment";"2015-07-14";"61"
289;"Hamster";"Arcade Archives: Buta San";"ps4";"Hamster";"2015-07-14";""
290;"Radical Entertainment";"Prototype Biohazard Bundle";"ps4";"Activision";"2015-07-14";"48"
291;"Lab Zero Games";"Skullgirls: 2nd Encore";"ps4";"Autumn Games";"2015-07-07";"82"
292;"Psyonix";"Rocket League";"ps4";"Psyonix";"2015-07-07";"85"
293;"Deco Digital";"Pneuma: Breath of Life";"ps4";"Deco Digital";"2015-07-07";"69"
294;"Recotechnology S.L.";"Toro";"ps4";"Recotechnology S.L.";"2015-07-07";""
295;"Hamster";"Arcade Archives: Exerion";"ps4";"Hamster";"2015-07-07";""
296;"LOOT Interactive";"Whispering Willows";"ps4";"LOOT Interactive";"2015-06-30";"63"
297;"Bandai Namco Games, Spike Chunsoft";"J-Stars Victory Vs+";"ps4";"Bandai Namco Games";"2015-06-30";"61"
298;"Arc System Works";"BlazBlue: Chrono Phantasma Extend";"ps4";"Aksys Games";"2015-06-30";"80"
299;"Jackbox Games, Inc.";"Quiplash";"ps4";"Jackbox Games, Inc.";"2015-06-30";""
300;"Hamster";"Arcade Archives: Scramble";"ps4";"Hamster";"2015-06-30";""
301;"Yanim Studio";"Red Goddess: Inner World";"ps4";"Yanim Studio";"2015-06-30";"49"
302;"Ubisoft Chengdu";"Scrabble";"ps4";"Ubisoft";"2015-06-30";""
303;"Milestone S.r.l";"MotoGP 15";"ps4";"Milestone S.r.l";"2015-06-26";"66"
304;"Edelweiss";"Astebreed";"ps4";"Playism";"2015-06-25";"82"
305;"Sony Online Entertainment";"PlanetSide 2";"ps4";"Daybreak Games";"2015-06-23";"78"
306;"Rocksteady Studios";"Batman: Arkham Knight";"ps4";"Warner Bros. Interactive Entertainment";"2015-06-23";"87"
307;"Vector Unit Inc.";"Riptide GP2";"ps4";"Vector Unit Inc.";"2015-06-23";""
308;"Capcom";"Devil May Cry 4: Special Edition";"ps4";"Capcom";"2015-06-23";"75"
309;"Square Enix";"Final Fantasy XIV: Heavensward";"ps4";"Square Enix";"2015-06-23";"86"
310;"";"Tales From The Borderlands: Episode Three - Catch A Ride";"ps4";"";"2015-06-23";"83"
311;"";"Shantae: Risky's Revenge - Director's Cut";"ps4";"";"2015-06-23";"77"
312;"Cyanide";"Tour de France 2015";"ps4";"Focus Home Interactive";"2015-06-23";"63"
313;"DenySoft";"Attacking Zegeta";"ps4";"DenySoft";"2015-06-23";""
314;"Hamster";"Arcade Archives: Raiders 5";"ps4";"Hamster";"2015-06-23";""
315;"Xiness";"Ender of Fire";"ps4";"Xiness";"2015-06-23";""
316;"";"Batman: Arkham Knight - Scarecrow Nightmare Missions";"ps4";"";"2015-06-23";"tbd"
317;"Square Enix";"Final Fantasy XIV Online: The Complete Experience";"ps4";"Square Enix";"2015-06-23";""
318;"Haemimont";"Tropico 5: Waterborne";"ps4";"Kalypso";"2015-06-17";""
319;"Overkill Software";"Payday 2: Crimewave Edition";"ps4";"505 Games";"2015-06-16";"71"
320;"Hamster";"Arcade Archives: Nova 2001";"ps4";"Hamster";"2015-06-16";""
321;"TT Games";"LEGO Jurassic World";"ps4";"Warner Bros. Interactive Entertainment";"2015-06-12";"70"
322;"NiKo MaKi";"The Bread Pub Brawlers";"ps4";"NiKo MaKi";"2015-06-12";""
323;"ZeniMax Media";"The Elder Scrolls Online: Tamriel Unlimited";"ps4";"Bethesda Softworks";"2015-06-09";"74"
324;"VooFoo Studios";"Hustle Kings";"ps4";"SCEA";"2015-06-09";""
325;"Hamster";"Arcade Archives: Gradius";"ps4";"Hamster";"2015-06-09";""
326;"Slightly Mad Studios";"Project CARS: Racing Icons Car Pack";"ps4";"Bandai Namco Games";"2015-06-09";""
327;"Wander";"Wander";"ps4";"Wander";"2015-06-04";"28"
328;"Mouldy Toof Studios";"The Escapists";"ps4";"Team 17";"2015-06-02";"71"
329;"Honeyslug Ltd";"Super Exploding Zoo";"ps4";"Honeyslug Ltd";"2015-06-02";"69"
330;"17-Bit";"Skulls of the Shogun: Bone-a-Fide Edition";"ps4";"17-Bit";"2015-06-02";"80"
331;"10tons Entertainment";"Sparkle Unleashed";"ps4";"10tons Entertainment";"2015-06-02";""
332;"Hamster";"Arcade Archives: Renegade";"ps4";"Hamster";"2015-06-02";""
333;"Nordic Games Publishing";"Arcania: The Complete Tale";"ps4";"Nordic Games Publishing";"2015-05-29";"42"
334;"Vector Unit";"Beach Buggy Racing";"ps4";"Vector Unit";"2015-05-29";""
335;"Hamster";"Arcade Archives: Moon Cresta";"ps4";"Hamster";"2015-05-29";""
336;"Other Ocean Interactive";"Ultra Street Fighter IV";"ps4";"SCEA";"2015-05-26";"71"
337;"Pieces Interactive";"Magicka 2";"ps4";"Paradox Interactive";"2015-05-26";"72"
338;"Frogmind";"BADLAND: Game of the Year Edition";"ps4";"Frogmind";"2015-05-26";"76"
339;"No Goblin";"Roundabout";"ps4";"No Goblin";"2015-05-26";""
340;"";"Game of Thrones: Episode Four - Sons of Winter";"ps4";"";"2015-05-26";"73"
341;"Zen Studios";"ZEN Pinball 2: Portal Pinball";"ps4";"Zen Studios";"2015-05-26";"83"
342;"Hamster";"Arcade Archives: Ninja-Kid";"ps4";"Hamster";"2015-05-26";""
343;"Hamster";"Arcade Archives: Crazy Climber";"ps4";"Hamster";"2015-05-26";""
344;"";"Dragon Age: Inquisition - Jaws Of Hakkon";"ps4";"";"2015-05-26";"tbd"
345;"Techland";"Dying Light: The Bozak Horde";"ps4";"Warner Bros. Interactive Entertainment";"2015-05-26";""
346;"Tango Gameworks";"The Evil Within: The Executioner";"ps4";"Bethesda Softworks";"2015-05-25";"59"
347;"CD Projekt Red Studio";"The Witcher 3: Wild Hunt";"ps4";"Warner Bros. Interactive Entertainment";"2015-05-19";"92"
348;"Giants Software";"Farming Simulator 15";"ps4";"Maximum Games";"2015-05-19";"54"
349;"";"Life is Strange: Episode 3 - Chaos Theory";"ps4";"";"2015-05-19";"81"
350;"HandyGames";"Aces of the Luftwaffe";"ps4";"HandyGames";"2015-05-19";""
351;"Bungie";"Destiny: House of Wolves";"ps4";"Activision";"2015-05-19";"72"
352;"Hamster";"Arcade Archives: Terra Cresta";"ps4";"Hamster";"2015-05-19";""
353;"Slightly Mad Studios";"Project CARS";"ps4";"Bandai Namco Games";"2015-05-12";"83"
354;"Swordtales";"Toren";"ps4";"Versus Evil";"2015-05-12";"56"
355;"Q-Games";"Nom Nom Galaxy";"ps4";"Double Eleven";"2015-05-12";"70"
356;"Virtuos";"Final Fantasy X / X-2 HD Remaster";"ps4";"Square Enix";"2015-05-12";"84"
357;"Fair Play Labs";"Color Guardians";"ps4";"Fair Play Labs";"2015-05-12";"62"
358;"PixelNAUTS";"Lost Orbit";"ps4";"PixelNAUTS";"2015-05-12";"77"
359;"Puppy Games";"Ultratron";"ps4";"Curve Digital";"2015-05-12";""
360;"Italic Pig";"Schrodinger's Cat and the Raiders of the Lost Quark";"ps4";"Team 17";"2015-05-12";"61"
361;"Naughty Dog";"The Last of Us: Left Behind";"ps4";"SCEA";"2015-05-12";""
362;"Matt Thorson";"TowerFall: Dark World";"ps4";"Matt Makes Games Inc.";"2015-05-12";""
363;"Arc System Works";"Arcade Archives: Double Dragon";"ps4";"Hamster";"2015-05-12";""
364;"Slightly Mad Studios";"Project CARS: Limited Edition Upgrade";"ps4";"Bandai Namco Games";"2015-05-12";""
365;"Slightly Mad Studios";"Project CARS: Modified Car Pack";"ps4";"Bandai Namco Games";"2015-05-12";""
366;"White Paper Games";"ETHER One";"ps4";"White Paper Games";"2015-05-05";"75"
367;"MachineGames";"Wolfenstein: The Old Blood";"ps4";"Bethesda Softworks";"2015-05-05";"76"
368;"Carbon Games";"AirMech Arena";"ps4";"Ubisoft";"2015-05-05";""
369;"";"Middle-earth: Shadow of Mordor - Game of the Year Edition";"ps4";"";"2015-05-05";"tbd"
370;"Bento";"Cosmophony";"ps4";"Moving Player";"2015-05-05";""
371;"Hamster";"Arcade Archives: City Connection";"ps4";"Hamster";"2015-05-05";""
372;"";"Call of Duty: Advanced Warfare - Ascendance";"ps4";"";"2015-04-30";"tbd"
373;"Haemimont";"Tropico 5";"ps4";"Kalypso";"2015-04-28";"76"
374;"Compile Heart";"Omega Quintet";"ps4";"Idea Factory";"2015-04-28";"58"
375;"Double Fine Productions";"Broken Age";"ps4";"Double Fine Productions";"2015-04-28";"81"
376;"Pablo Testa";"Project Root";"ps4";"Reverb Triple XP";"2015-04-28";"45"
377;"Zen Studios";"ZEN Pinball 2: Star Wars Rebels";"ps4";"Zen Studios";"2015-04-28";"88"
378;"";"The Golf Club (Collector's Edition)";"ps4";"Maximum Games";"2015-04-28";""
379;"Bloober Team";"BRAWL";"ps4";"Bloober Team";"2015-04-24";"62"
380;"Zen Studios";"ZEN Pinball 2: Marvel's Avengers: Age of Ultron";"ps4";"Zen Studios";"2015-04-22";"65"
381;"Climax Group";"Assassin's Creed Chronicles: China";"ps4";"Ubisoft";"2015-04-21";"69"
382;"Yacht Club Games";"Shovel Knight";"ps4";"Yacht Club Games";"2015-04-21";"90"
383;"Wales Interactive Ltd.";"Infinity Runner";"ps4";"Wales Interactive Ltd.";"2015-04-21";"45"
384;"Modern Dream";"LA Cops";"ps4";"Team 17";"2015-04-21";""
385;"Milkstone Studios";"Ziggurat";"ps4";"Milkstone Studios";"2015-04-21";"79"
386;"Tango Gameworks";"The Evil Within: The Consequence";"ps4";"Bethesda Softworks";"2015-04-21";"75"
387;"Acid Nerve";"Titan Souls";"ps4";"Devolver Digital";"2015-04-14";"73"
388;"Warner Bros. Interactive Entertainment, NetherRealm Studios";"Mortal Kombat X";"ps4";"Warner Bros. Interactive Entertainment";"2015-04-14";"83"
389;"Vertex Pop";"We Are Doomed";"ps4";"Vertex Pop";"2015-04-14";"63"
390;"Terrible Posture Games";"Tower of Guns";"ps4";"Grip Games";"2015-04-10";"69"
391;"Lumenox ehf";"Aaru's Awakening";"ps4";"Lumenox ehf";"2015-04-07";"59"
392;"Supergiant Games";"Bastion";"ps4";"Supergiant Games";"2015-04-07";"89"
393;"From Software";"Dark Souls II: Scholar of the First Sin";"ps4";"Bandai Namco Games";"2015-04-07";"87"
394;"Ilusis Interactive Graphics";"Krinkle Krusher";"ps4";"Ilusis Interactive Graphics";"2015-04-07";"52"
395;"Curve Digital";"Stealth Inc 2: A Game of Clones";"ps4";"Curve Digital";"2015-04-07";"74"
396;"";"The Escapists - Alcatraz";"ps4";"";"2015-04-02";"tbd"
397;"LifeSpark Entertainment";"Rack N Ruin";"ps4";"LifeSpark Entertainment";"2015-03-31";"59"
398;"Tom Happ";"Axiom Verge";"ps4";"Tom Happ";"2015-03-31";"84"
399;"Choice Provisions";"Woah Dave!";"ps4";"Choice Provisions";"2015-03-31";""
400;"SCEA San Diego Studios";"MLB 15: The Show";"ps4";"SCEA";"2015-03-31";"80"
401;"Koei Tecmo Games";"Toukiden: Kiwami";"ps4";"Koei Tecmo Games";"2015-03-31";"74"
402;"MLB.com";"R.B.I. Baseball 15";"ps4";"MLB.com";"2015-03-31";""
403;"Dissident Logic";"Paperbound";"ps4";"Dissident Logic";"2015-03-31";"69"
404;"Turtle Rock Studios";"Evolve: The Hunt Evolves";"ps4";"2K Games";"2015-03-31";""
405;"Lucid Games";"Geometry Wars 3: Dimensions Evolved";"ps4";"Sierra Games";"2015-03-31";""
406;"";"Life is Strange: Episode 2 - Out of Time";"ps4";"";"2015-03-24";"78"
407;"From Software";"Bloodborne";"ps4";"SCEA";"2015-03-24";"92"
408;"Gearbox Software";"Borderlands: The Handsome Collection";"ps4";"2K Games";"2015-03-24";"82"
409;"Code Mystics Inc.";"Metal Slug 3";"ps4";"SNK Playmore";"2015-03-24";""
410;"";"Yorbie - Episode One: Payback's a Bolt";"ps4";"";"2015-03-24";"tbd"
411;"Blue Isle Studios";"Slender: The Arrival";"ps4";"Majesco Games
                                                            
                                                    

                                                            
                                                        Majesco";"2015-03-24";"60"
412;"Telltale Games";"Game of Thrones: Episode Three - The Sword in the Darkness";"ps4";"Telltale Games";"2015-03-24";"70"
413;"Hamster";"Arcade Archives: Mat Mania Exciting Hour";"ps4";"Hamster";"2015-03-24";""
414;"Final Form Games, LLC";"Jamestown+";"ps4";"Final Form Games, LLC";"2015-03-17";"83"
415;"Visceral Games";"Battlefield Hardline";"ps4";"Electronic Arts";"2015-03-17";"73"
416;"HexaDrive";"Final Fantasy Type-0 HD";"ps4";"Square Enix";"2015-03-17";"72"
417;"Capcom";"Resident Evil: Revelations 2";"ps4";"Capcom";"2015-03-17";"75"
418;"Omega Force";"Bladestorm: Nightmare";"ps4";"Koei Tecmo Games";"2015-03-17";"58"
419;"";"Resident Evil: Revelations 2 - Episode 4: Metamorphosis";"ps4";"";"2015-03-17";"75"
420;"FUN Labs";"Cabela's African Adventures";"ps4";"Activision";"2015-03-17";""
421;"";"Tales From The Borderlands: Episode Two - Atlas Mugged";"ps4";"";"2015-03-17";"81"
422;"";"Resident Evil: Revelations 2 - Extra Episode 1: The Struggle";"ps4";"";"2015-03-17";"tbd"
423;"";"Resident Evil: Revelations 2 - Extra Episode 2: Little Miss";"ps4";"";"2015-03-17";"tbd"
424;"Dennaton";"Hotline Miami 2: Wrong Number";"ps4";"Devolver Digital";"2015-03-10";"75"
425;"Ninja Theory, QLOC";"DmC: Devil May Cry Definitive Edition";"ps4";"Capcom";"2015-03-10";"83"
426;"";"Resident Evil: Revelations 2 - Episode 3: Judgment";"ps4";"";"2015-03-10";"77"
427;"Ubisoft Montreal";"Far Cry 4: Valley of the Yetis";"ps4";"Ubisoft";"2015-03-10";"74"
428;"Yuke's";"WWE 2K15: NXT Arrival";"ps4";"2K Sports";"2015-03-10";""
429;"Tango Gameworks";"The Evil Within: The Assignment";"ps4";"Bethesda Softworks";"2015-03-10";"80"
430;"";"Sniper Elite III: Ultimate Edition";"ps4";"505 Games";"2015-03-10";"74"
431;"Arrowhead Game Studios";"Helldivers";"ps4";"SCEA";"2015-03-03";"81"
432;"roll7";"OlliOlli2: Welcome to Olliwood";"ps4";"roll7";"2015-03-03";"86"
433;"Rock Pocket Games";"Shiftlings";"ps4";"Sierra Games";"2015-03-03";"63"
434;"OSome Studio";"White Night";"ps4";"Activision";"2015-03-03";"68"
435;"";"Resident Evil: Revelations 2 - Episode 2: Contemplation";"ps4";"";"2015-03-03";"75"
436;"";"Lords of the Fallen - Ancient Labyrinth";"ps4";"";"2015-03-03";"tbd"
437;"";"Call of Duty: Advanced Warfare - Havoc";"ps4";"";"2015-02-26";"tbd"
438;"Dakko Dakko";"Scram Kitty DX";"ps4";"Dakko Dakko";"2015-02-25";"74"
439;"";"ZEN Pinball 2: Iron & Steel Pack";"ps4";"";"2015-02-25";"84"
440;"Breakfall";"Starwhal";"ps4";"Breakfall";"2015-02-24";"78"
441;"Dimps Corporation";"Dragon Ball: Xenoverse";"ps4";"Bandai Namco Games";"2015-02-24";"69"
442;"Omega Force";"Dynasty Warriors 8 Empires";"ps4";"Koei Tecmo Games";"2015-02-24";"63"
443;"HB Studios Multimedia";"Rugby 15";"ps4";"Maximum Games";"2015-02-24";"19"
444;"";"Resident Evil: Revelations 2 - Episode 1: Penal Colony";"ps4";"";"2015-02-24";"75"
445;"PLAYDEAD";"LIMBO";"ps4";"PLAYDEAD";"2015-02-24";""
446;"Monolith Productions";"Middle-earth: Shadow of Mordor - The Bright Lord";"ps4";"Warner Bros. Interactive Entertainment";"2015-02-24";"68"
447;"RedLynx";"Trials Fusion: Fault One Zero";"ps4";"Ubisoft";"2015-02-24";""
448;"Ready at Dawn, SCE Santa Monica";"The Order: 1886";"ps4";"SCEA";"2015-02-20";"63"
449;"Team Ninja";"Dead or Alive 5: Last Round";"ps4";"Koei Tecmo Games";"2015-02-17";"74"
450;"Pringo Dingo Games";"Paparazzi";"ps4";"Pringo Dingo Games";"2015-02-17";""
451;"MichaelArts";"Pillar";"ps4";"MichaelArts";"2015-02-17";"59"
452;"Defiant Development";"Hand of Fate";"ps4";"Defiant Development";"2015-02-17";"79"
453;"";"Q*bert: Rebooted";"ps4";"";"2015-02-17";"44"
454;"XDEV";"Resogun: Defenders";"ps4";"SCEA";"2015-02-17";"85"
455;"Longtail Studios";"Trivial Pursuit Live!";"ps4";"Ubisoft";"2015-02-17";"63"
456;"Turtle Rock Studios";"Evolve";"ps4";"2K Games";"2015-02-10";"76"
457;"Grip Games";"Unmechanical: Extended Edition";"ps4";"Grip Games";"2015-02-10";"75"
458;"Red Phantom Games";"Minutes";"ps4";"Red Phantom Games";"2015-02-10";"76"
459;"d3t Ltd";"Super Stardust Ultra";"ps4";"SCEA";"2015-02-10";"74"
460;"Big Ant Studios";"Don Bradman Cricket 14";"ps4";"HES Interactive";"2015-02-10";"76"
461;"";"Assassin's Creed Unity - Underground Armory Pack";"ps4";"";"2015-02-10";"tbd"
462;"Alientrap";"Apotheon";"ps4";"Alientrap";"2015-02-03";"76"
463;"Telltale Games";"Game of Thrones: Episode Two - The Lost Lords";"ps4";"Telltale Games";"2015-02-03";"69"
464;"Zoe Mode";"RISK";"ps4";"Ubisoft";"2015-02-03";"58"
